"1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"73233967692.1028","77741965703.3544","81247564156.8246","86561961812.3249","94407558351.1616","101824755078.991","108572752102.045","113116888210.787","107759910067.889","116464702803.218","130671946244.3","148113896325.14","169965034965.035","192537971582.558","206131369798.971","241756637168.142","232614555256.065","263066457352.172","335883029721.956","438994070309.191","564947710899.373","540765675241.158","515048916841.37","489618008185.539","461487097632.349","489285164271.047","601452653180.885","745162608269.325","910122732123.799","926884816753.927","1093169389204.55","1142797178130.51","1179659529659.53","1061388722255.55","1140489745944.29","1344240176739.78","1419645865834.63","1560911918795.02","1653694932096.72","1687830448147.55","1665534876683.31","1649827263567.01","1785729916067.15","2054422857142.86","2421525082387.4","2543180000000","2708441582336.71","3090510204081.63","2929411764705.88","2412840006231.5","2485482596184.71","2663805834828.07","2707089726614.64","2784853502534.29","3064708247921.43","2927911140916.73","2689106566899.61","2680148052335.3","2871340347581.79","2851407164907.81","2697806592293.86","3141506156618.7","3089072722400.14",
